,symbol,name,price_btc,price_usd,percent_change_1h,percent_change_7d,volume_usd_24h,market_cap_usd,max_supply,available_supply,total_supply
1150,VIU,Viuly,0.00000559,0.0629877,-1.57,30.24,7877770.0,,,,1000000000.0
1151,C20,CRYPTO20,0.00028355,3.19509,-0.01,,7481550.0,,,,40656082.0
1152,CHAT,ChatCoin,0.00002912,0.328169,-0.1,,7308300.0,,,,1000000000.0
1153,BCX,BitcoinX,0.00000225,0.0253762,-0.93,-45.24,7270500.0,,210000000000,,167361683927
1154,CV,carVertical,0.00000137,0.0154295,-2.1,,7196010.0,,,,9931143978.0
1155,KCASH,Kcash,0.00001854,0.208943,0.71,18.48,6672230.0,,,,1000000000.0
1156,EKO,EchoLink,0.00001739,0.195957,-6.03,5.6,6654260.0,,,,500000000.0
1157,MOT,Olympus Labs,0.00011476,1.29314,0.05,9.14,5761130.0,,,,100000000.0
1158,HOT,Hydro Protocol,0.00002266,0.255323,0.66,,5234870.0,,,,1560000000.0
1159,PUT,Profile Utility Token,0.00022854,2.57514,-2.22,129.39,5044930.0,,,,100000000.0
1160,TRUE,True Chain,0.00011973,1.34916,-0.67,,4550700.0,,,,100000000.0
1161,RCT,RealChain,0.00001210,0.13635,-0.93,43.0,4495430.0,,,,
1162,BTO,Bottos,0.00002425,0.273214,0.68,16.17,4222240.0,,,,1000000000.0
1163,AGI,SingularityNET,0.00006249,0.704193,-0.7,22.1,4062200.0,,,,1000000000.0
1164,SSC,SelfSell,0.00001115,0.125674,-1.59,,3997390.0,,,,1000000000.0
1165,FAIR,FairGame,0.00000627,0.0706888,-1.55,40.46,3983740.0,,,,1200000000.0
1166,ADK,Aidos Kuneen,0.00513999,57.9175,0.46,-32.47,3393340.0,,,,25000000.0
1167,TRAC,OriginTrail,0.00002136,0.240721,-0.44,,3344950.0,,,,500000000.0
1168,TSL,Energo,0.00000954,0.107512,-0.34,-1.78,3183040.0,,,,1000000000.0
1169,MOF,Molecular Future,0.00003370,0.379694,0.16,,2959620.0,,,,100000000.0
1170,HPY,Hyper Pay,0.00000809,0.091191,-0.69,69.28,2838640.0,,,,2650000000.0
1171,IPC,IPChain,0.00012133,1.36717,-0.28,,2837750.0,,,,96000000.0
1172,IDH,indaHash,0.00005175,0.583097,1.12,,2833440.0,,,,205901055.0
1173,UGC,ugChain,0.00001588,0.178953,-0.88,145.93,2816850.0,,,,
1174,SBTC,Super Bitcoin,0.00880165,99.1772,1.89,-8.5,2661920.0,,21210000.0,,
1175,LIGHT,LightChain,0.00000040,0.00453468,0.83,,2584260.0,,,,210000000000
1176,SEXC,ShareX,0.00000377,0.0425129,-0.94,,2278760.0,,,,2000000000.0
1177,STC,StarChain,0.00001180,0.132985,-0.79,,2141160.0,,,,1000000000.0
1178,QUBE,Qube,0.00001162,0.130978,-1.45,48.23,1837230.0,,,,1000000000.0
1179,XTZ,Tezos (Pre-Launch),0.00035641,4.01604,-1.79,-23.88,1744540.0,,,,
1180,AID,AidCoin,0.00005612,0.632328,-0.73,,1531160.0,,,,100000000.0
1181,UIP,UnlimitedIP,0.00001161,0.130789,-0.67,,1521200.0,,,,3000000000.0
1182,IGNIS,Ignis,0.00004198,0.473028,0.13,-19.97,1436890.0,,1000000000.0,,999449694.0
1183,IDT,InvestDigital,0.00001273,0.143458,-0.04,57.92,1335670.0,,,,800000000.0
1184,FRGC,Fargocoin,0.00092427,10.4146,-0.02,8.46,1329860.0,,,,509845310.0
1185,LBTC,Lightning Bitcoin [Futures],0.0158029,178.068,-0.34,20.24,1238570.0,,21000000.0,,
1186,SPC,SpaceChain,0.00003548,0.399809,1.12,3.96,1202600.0,,,,1000000000.0
1187,READ,Read,0.00000523,0.058902,-0.29,,1102420.0,,,,2100000000.0
1188,AIT,AICHAIN,0.00001080,0.121695,-0.82,-7.83,1037070.0,,,,2100000000.0
1189,REBL,Rebellious,0.00001119,0.126125,-1.95,6.53,972721.0,,,,396011362.0
1190,UGT,UG Token,0.00009016,1.01592,-0.9,2.04,964541.0,,,,
1191,B2X,SegWit2x,0.001638,18.457,1.01,-26.47,920107.0,,21000000.0,,16879800.0
1192,MOBI,Mobius,0.00002293,0.258396,0.02,,862383.0,,,,887990859.0
1193,CAN,Content and AD Network,0.00000605,0.068146,-0.45,-34.88,801300.0,,,,1500000000.0
1194,EKT,EDUCare,0.00000958,0.107948,-0.35,,784529.0,,,,1000000000.0
1195,CMS,COMSA [ETH],0.00014702,1.65659,1.57,-11.31,685764.0,,,,219042298.0
1196,CFUN,CFun,0.00000432,0.0487019,8.68,9.75,669452.0,,,,1000000000.0
1197,MOAC,MOAC,0.00150925,17.0062,-0.02,26.68,653595.0,,,,56483386.0
1198,PSX,Pundi X,0.00033859,3.8152,,,609948.0,,,,36097448.0
1199,BAR,Titanium Blockchain,0.00019127,2.15527,-2.4,,532786.0,,,,44893263.0
1200,BIG,BigONE Token,0.00060974,6.87059,-0.64,15.21,528284.0,,200000000.0,,200000000.0
1201,BCA,Bitcoin Atom [Futures],0.00702589,79.1679,0.37,-89.68,511377.0,,21000000.0,,21000000.0
1202,HCC,Happy Creator Coin,0.00000010,0.0011268,29.19,144.46,450058.0,,,,
1203,XSTC,Safe Trade Coin,0.00000031,0.00349309,-0.35,-70.05,449112.0,,,,604880000.0
1204,IPL,InsurePal,0.00002650,0.298637,0.18,-8.02,445556.0,,,,201000000.0
1205,AI,POLY AI,0.00103963,11.7145,4.12,66.11,402102.0,,,,29000000.0
1206,EAG,EA Coin,0.00007595,0.855794,-0.13,9.31,395421.0,,100000000.0,,75206327.0
1207,ATN,ATN,0.00009998,1.12658,-0.54,1.65,393982.0,,,,75000100.0
1208,UBTC,United Bitcoin,0.00979622,110.384,0.03,22.05,384606.0,,21000000.0,,21000000.0
1209,HAC,Hackspace Capital,0.00000560,0.0630612,1.47,3.21,383308.0,,,,1000000000.0
1210,CEFS,CryptopiaFeeShares,0.532384,5998.92,1.11,-9.39,380594.0,,,,6300.0
1211,TCT,TokenClub,0.00000448,0.0505199,-1.36,9.5,374804.0,,,,1000000000.0
1212,CMS,COMSA [XEM],0.00015513,1.74797,3.48,-7.52,351697.0,,,,
1213,SHND,StrongHands,0.0000000003,0.0000031698,-0.74,5.38,349986.0,,,,14721037310711
1214,AWR,AWARE,0.00000409,0.0461385,-0.73,-26.63,344021.0,,,,1000000000.0
1215,FIL,Filecoin [Futures],0.00218234,24.5907,2.15,4.08,343158.0,,,,
1216,XIN,Mixin,0.177279,1997.59,-0.08,21.32,339000.0,,,,
1217,IFC,Infinitecoin,0.00000003,0.000303245,0.78,33.82,338068.0,,,,90596274910.0
1218,BCDN,BlockCDN,0.00001261,0.142116,-2.78,21.95,332650.0,,,,1000000000.0
1219,NMS,Numus,0.0010503,11.8347,8.89,-43.36,331034.0,,,,730548.0
1220,EDT,EtherDelta Token,0.00000615,0.0693098,-0.92,-5.05,319519.0,,,,1500000000.0
1221,MAG,Maggie,0.00000509,0.0573139,-2.96,,305657.0,,,,3200000000.0
1222,HBC,HomeBlockCoin,0.00020941,2.35959,-2.76,-41.78,292166.0,,28000000.0,,5935988.0
1223,AXP,aXpire,0.00001414,0.159317,4.52,,284425.0,,,,350000000.0
1224,MDT,Measurable Data Token,0.00002854,0.321599,-0.16,-3.06,278016.0,,,,1000000000.0
1225,DAV,DavorCoin,0.00610001,68.735,0.14,-27.18,272578.0,,,,10438849.0
1226,IC,Ignition,0.00284264,32.0309,-2.73,68.5,257684.0,,,,207368.0
1227,TOK,Tokugawa,0.00034988,3.94245,0.87,23.69,252081.0,,,,1021644.0
1228,BSR,BitSoar,0.00001110,0.125075,-0.14,-26.21,250291.0,,,,3680091532.0
1229,BLT,Bitcoin Lightning,0.000789,8.89047,1.79,,236954.0,,70000000.0,,
1230,CRPT,Crypterium,0.00018851,2.12413,0.6,,234957.0,,,,44029586.0
1231,SIC,Swisscoin,0.00000036,0.00405649,-0.35,3.6,227762.0,,,,10200000000.0
1232,PRS,PressOne,0.00007422,0.836322,-0.73,,194935.0,,,,
1233,CL,Coinlancer,0.00002235,0.251831,-3.18,-34.99,193557.0,,,,300000000.0
1234,INF,InfChain,0.00000120,0.0135538,2.44,-2.36,183732.0,,,,
1235,CLD,Cloud,0.00001657,0.186759,16.96,-29.49,175914.0,,,,60000000.0
1236,SWTC,Jingtum Tech,0.00000138,0.0155607,-0.02,10.2,171496.0,,100000000000,,599999999999
1237,REF,RefToken,0.00052988,5.97069,-0.05,,165077.0,,,,50000000.0
1238,SBC,StrikeBitClub,0.00001412,0.159104,0.51,-23.26,163499.0,,,,195247235.0
1239,ARY,Block Array,0.00002484,0.279862,-0.38,,140997.0,,,,88409933.0
1240,LEV,Leverj,0.00001479,0.166698,0.64,-20.3,140866.0,,,,1000000000.0
1241,SPK,Sparks,0.0009771,11.01,4.99,,130113.0,,,,1041938.0
1242,GAT,Gatcoin,0.00000533,0.0600955,-0.62,,126813.0,,,,1000000000.0
1243,HC,Harvest Masternode Coin,0.000272,3.0649,0.03,-23.59,126560.0,,10000000.0,,2553737.0
1244,XID,Sphre AIR ,0.00004004,0.451154,-0.16,7.67,125834.0,,,,30820620.0
1245,XIN,Infinity Economics,0.00000156,0.0175781,0.11,-10.31,125805.0,,,,9000000000.0
1246,BKX,Bankex,0.00013298,1.4984,-5.07,-17.4,112766.0,,,,400000000.0
1247,GCS,GameChain System,0.00000306,0.0345251,-0.37,5.33,112145.0,,,,2100000000.0
1248,CLUB,ClubCoin,0.0001909,2.15108,1.09,-3.28,110343.0,,160000000.0,,98324199.0
1249,IDXM,IDEX Membership,0.753632,8491.94,-0.94,-6.19,106289.0,,,,2000.0
1250,ARCT,ArbitrageCT,0.00000550,0.061957,6.9,186.23,100659.0,,,,152029112.0
1251,SLT,Smartlands,0.00001701,0.191682,,,98561.4,,,,
1252,FDX,FidentiaX,0.00004522,0.509515,-1.01,-11.26,90264.0,,,,130000000.0
1253,JIYO,Jiyo,0.00000630,0.0709885,-0.35,53.76,87992.5,,70560000.0,,37840906.0
1254,TMC,TimesCoin,0.000109,1.22821,2.47,,87562.4,,,,16000000.0
1255,VZT,Vezt,0.00003357,0.378228,0.26,-52.27,81692.6,,,,125000000.0
1256,WETH,WETH,0.0922231,1039.17,-1.05,4.81,79493.6,,,,
1257,WSX,WeAreSatoshi,0.00000275,0.0309871,-17.84,34.34,66074.8,,,,
1258,ORE,Galactrum,0.000917,10.3328,10.31,-32.71,64958.6,,,,1214951.0
1259,HTML5,HTML5COIN,0.00000024,0.00270432,2.71,-9.4,64184.2,,,,40659020000.0
1260,PLC,PlusCoin,0.00000007,0.000826875,-0.94,-13.11,63138.0,,,,82500000000.0
1261,KB3,B3Coin,0.00000322,0.036283,0.07,-21.58,62902.1,,2000000000.0,,625308095.0
1262,TBX,Tokenbox,0.00010362,1.16758,-3.38,,60967.8,,,,16051590.0
1263,GRX,GOLD Reward Token,0.00002192,0.246992,-0.75,-25.64,59546.7,,,,20000000.0
1264,MVC,Maverick Chain,0.00000908,0.102314,-0.32,-23.58,59407.1,,,,200000000.0
1265,GOLF,Golfcoin,0.00000005,0.000563401,-3.53,74.31,58474.1,,,,1352120000.0
1266,ZAP,Zap,0.00003379,0.380731,-0.36,-39.32,54954.4,,,,520000000.0
1267,GBG,Golos Gold,0.00001653,0.186264,0.31,-20.46,53607.3,,,,
1268,DIM,DIMCOIN,0.00000172,0.0193754,13.48,1.87,52698.5,,9000000000.0,,9000000000.0
1269,ZENGOLD,ZenGold,0.00000594,0.0669431,1.88,-20.98,46227.2,,,,
1270,ESC,Escroco,0.00011604,1.30754,5.65,58.88,46181.9,,3100000.0,,3100000.0
1271,PRPS,Purpose,0.00962131,108.413,-2.12,-2.19,45208.6,,,,999117066.0
1272,TER,TerraNova,0.00365001,41.1284,5.85,-32.68,44118.8,,,,978935.0
1273,CSC,CasinoCoin,0.00000011,0.00123948,-8.65,241.05,44085.6,,,,35279239675.0
1274,SISA,SISA,0.00000105,0.0117916,-47.63,-56.73,38804.7,,,,50000000.0
1275,MSD,MSD,0.00000060,0.0067747,-0.1,29.8,34471.4,,30000000000.0,,6088400259.0
1276,BTE,BitSerial,0.00003086,0.347775,-0.46,-57.75,31945.9,,,,28000000.0
1277,BOS,BOScoin,0.000211,2.37755,3.51,-38.15,31006.1,,,,500000000.0
1278,DAY,Chronologic,0.00101649,11.4539,58.6,100.86,30097.4,,,,763931.0
1279,CYDER,Cyder,0.00000154,0.0173527,-0.97,-61.08,24840.9,,,,80000000.0
1280,FUDD,DimonCoin,0.00000000009,0.0000010628,-0.94,-60.56,24472.5,,,,100000000.0
1281,UTT,United Traders Token,0.00008450,0.952171,-0.35,-7.95,23871.1,,,,100000000.0
1282,DUBI,Decentralized Universal Basic Income,0.010847,122.224,-0.94,,22416.3,,,,77293.0
1283,MAGE,MagicCoin,0.00017786,2.00413,0.56,-45.48,20763.1,,,,11008243.0
1284,BTCA,Bitair,0.00000054,0.00613562,-2.17,-8.7,20533.9,,,,1000000000.0
1285,GOD,Bitcoin God,0.00617757,69.609,1.3,-16.1,20386.9,,21000000.0,,
1286,IQT,iQuant,0.00002054,0.231491,0.04,-9.84,16580.3,,,,100000000.0
1287,FAZZ,Fazzcoin,0.00001522,0.171502,-18.2,35.69,16239.0,,,,1052496944.0
1288,PNX,Phantomx,0.00001353,0.152456,-0.77,-44.59,14130.4,,,,10793135.0
1289,SIGMA,SIGMAcoin,0.00000660,0.0743975,-0.94,20.12,13931.8,,,,
1290,ANI,Animecoin,0.00000026,0.00292968,-0.35,22.99,13862.3,,,,
1291,STAR,Starbase,0.00002010,0.226528,-0.94,30.08,13738.0,,,,937500000.0
1292,NEOG,NEO GOLD,0.00000229,0.0258084,4.24,-25.33,13408.7,,,,75000000.0
1293,TOKC,TOKYO,0.00000049,0.00550163,-18.77,-41.68,13208.0,,,,218251227.0
1294,ELITE,Ethereum Lite,0.00004620,0.520619,8.27,36.53,13096.0,,,,1000000.0
1295,GUESS,GUESS,0.00001919,0.216235,-2.12,,12992.2,,,,200000000.0
1296,PRN,Protean,0.00000002,0.000216759,91.84,60.22,12197.3,,,,
1297,CMP,Compcoin,0.00154047,17.358,-0.35,,11804.4,,,,6412789.0
1298,KZC,Kzcash,0.00049666,5.59634,-3.7,-15.94,11718.0,,18900000.0,,2087183.0
1299,ELC,Elacoin,0.00006198,0.698392,18.34,16.62,11644.6,,,,
1300,BXC,Bitcedi,0.00000453,0.0510441,1.22,59.35,10903.7,,,,
1301,COR,CORION,0.00003831,0.431678,1.36,-8.67,10270.7,,,,9136859.0
1302,SFE,SafeCoin,0.00000003,0.000338041,39.51,25.35,10191.2,,,,
1303,PEC,Peacecoin,0.00000150,0.016902,-1.0,-24.35,8857.56,,,,
1304,ZSE,ZSEcoin,0.00000556,0.0626588,-13.61,-3.28,7952.82,,,,6830796.0
1305,BIT,First Bitcoin,0.00000858,0.0966796,9.41,634.96,7492.38,,,,20707629255.0
1306,LTG,LiteCoin Gold,0.00000102,0.0114787,-6.79,-44.23,6625.7,,,,84000000.0
1307,EGOLD,eGold,0.00000476,0.0535946,-0.98,-13.41,6426.17,,,,20000000.0
1308,BEST,BestChain,0.00000160,0.0180792,1.43,2.98,6178.7,,,,20147876.0
1309,DUB,Dubstep,0.00000030,0.00338041,-0.34,26.81,6112.33,,,,
1310,IRL,IrishCoin,0.00000287,0.0323392,-0.34,2.06,6104.96,,,,39563999.0
1311,NUMUS,NumusCash,0.00000006,0.000676081,19.61,-29.35,5998.08,,,,
1312,TOP,TopCoin,0.00000052,0.00585937,-0.35,,5963.34,,,,41643721.0
1313,MTX,Matryx,0.00008017,0.903398,-0.94,-5.51,5953.93,,,,314159265.0
1314,XQN,Quotient,0.00000073,0.00822565,-0.32,-26.99,5721.46,,,,
1315,PCN,PeepCoin,0.000000003,0.0000292361,0.92,-16.68,5679.16,,,,
1316,TCOIN,T-coin,0.00000004,0.000434694,28.18,5.3,5565.17,,,,
1317,MCI,Musiconomi,0.00001234,0.139022,2.07,-6.56,5389.3,,,,100000000.0
1318,ABC,Alphabit,0.0142969,161.098,-0.35,45.75,5388.02,,,,210000000.0
1319,ETT,EncryptoTel [ETH],0.00001164,0.131191,6.89,-5.29,5132.84,,,,77663987.0
1320,RCN,Rcoin,0.00000002,0.00022536,70.84,54.11,5110.72,,,,
1321,SAK,Sharkcoin,0.00000079,0.00888926,-0.86,27.86,4876.04,,,,
1322,GRN,Granite,0.00000352,0.0396634,66.29,62.56,4872.03,,,,
1323,NOX,Nitro,0.00006603,0.743975,-0.94,-2.55,4717.09,,,,120000000.0
1324,WA,WA Space,0.00000243,0.0273813,-35.08,158.35,4660.72,,,,
1325,AKY,Akuya Coin,0.00000339,0.0381986,-0.35,-16.33,4470.35,,,,5202901.0
1326,GMX,GoldMaxCoin,0.00000058,0.00652361,10.59,-56.34,4349.54,,,,84078950.0
1327,HDLB,HODL Bucks,0.00002536,0.285757,-0.35,7.56,4294.71,,2000000.0,,
1328,FONZ,Fonziecoin,0.00000036,0.00405649,5.54,3.14,4189.81,,,,
1329,QBT,Cubits,0.00000098,0.0110427,-0.35,-18.41,4189.43,,300000000.0,,73335366.0
1330,SKULL,Pirate Blocks,0.00000064,0.00722061,-8.08,59.56,4035.31,,240000000.0,,
1331,VASH,VPNCoin,0.00000050,0.00563401,-2.3,-9.23,3965.87,,,,400339746.0
1332,MCR,Macro,0.00007723,0.870229,-0.36,-9.83,3931.81,,,,2500000.0
1333,TURBO,TurboCoin,0.00000003,0.000338041,49.48,30.97,3889.37,,,,
1334,XTD,XTD Coin,0.00000002,0.00022536,-0.35,-14.81,3527.95,,,,
1335,LDCN,LandCoin,0.00000095,0.0107282,-0.64,-49.14,3458.4,,,,19003881978.0
1336,BTCS,Bitcoin Silver,0.00000099,0.0111065,-0.94,-1.34,3324.51,,,,50000000.0
1337,SHELL,ShellCoin,0.00000601,0.0677208,-0.32,91.18,3262.22,,,,97837200.0
1338,PLX,PlexCoin,0.00000353,0.0397999,2.68,-11.04,3071.81,,,,1000000000.0
1339,WIC,Wi Coin,0.00000068,0.00765433,4.13,-35.13,3008.97,,,,100000000.0
1340,TODAY,TodayCoin,0.00000020,0.0022536,4.9,-65.16,2936.96,,,,
1341,PCS,Pabyosi Coin (Special),0.00000440,0.049589,-0.31,-38.99,2909.67,,,,30993751760.0
1342,XOT,Internet of Things,0.0996999,1123.42,-0.34,,2879.88,,21000000.0,,21000000.0
1343,THS,TechShares,0.00004839,0.545267,1.02,-23.69,2670.51,,,,646359158.0
1344,WOW,Wowcoin,0.00000003,0.000389626,-1.05,-1.08,2648.09,,,,
1345,FAP,FAPcoin,0.00000061,0.0068761,-9.25,-46.65,2629.71,,,,400022341.0
1346,MGC,MergeCoin,0.00000119,0.0134089,-0.35,-23.56,2603.9,,,,100000000.0
1347,UR,UR,0.00000048,0.00540865,-0.35,30.8,2583.12,,,,
1348,DON,Donationcoin,0.00000035,0.00394381,-0.35,-15.57,2578.28,,,,
1349,INDIA,India Coin,0.00000017,0.00191556,-2.8,-31.92,2498.68,,,,30000000.0
1350,EDRC,EDRCoin,0.00001552,0.174909,-0.2,-8.39,2487.34,,,,3407292.0
1351,SKR,Sakuracoin,0.00000097,0.01093,9.25,12.76,2473.38,,105100000.0,,
1352,BTBc,Bitbase,0.00000029,0.00326773,7.03,-22.36,2446.03,,100000000.0,,20257950.0
1353,PRES,President Trump,0.00000075,0.00840385,-1.75,-46.06,2411.48,,,,57968072167.0
1354,BITCF,First Bitcoin Capital,0.00001944,0.21905,-0.32,69.33,2403.08,,,,3415923.0
1355,BLX,Blockchain Index,0.00049896,5.62233,-0.92,-6.45,2369.03,,,,495346.0
1356,APC,AlpaCoin,0.00000140,0.0157541,-0.35,3.1,2339.92,,,,
1357,FLAP,FlappyCoin,0.000000002,0.0000170242,5.34,-15.53,2336.02,,,,80055713804.0
1358,UNRC,UniversalRoyalCoin,0.00000025,0.00284638,-0.24,6.97,2310.86,,,,
1359,DMC,DynamicCoin,0.00000062,0.00699659,-0.37,-11.48,2279.38,,,,10541442931.0
1360,SHA,SHACoin,0.00000071,0.00800029,2.54,78.39,2266.48,,,,
1361,VULC,Vulcano,0.00000080,0.00896073,-10.71,-1.33,2094.93,,,,35162767.0
1362,HIGH,High Gain,0.00000007,0.000788761,-22.49,-40.96,2048.12,,,,
1363,WINK,Wink,0.00000044,0.00498549,27.48,190.07,2034.4,,80000000.0,,
1364,GAY,GAY Money,0.00000762,0.0858623,-0.35,8.23,2020.06,,,,5674474815.0
1365,RUBIT,RubleBit,0.00000220,0.0247896,-0.32,27.91,1997.07,,,,
1366,ZBC,Zilbercoin,0.00000760,0.08562,-0.39,1.6,1930.46,,,,9116202.0
1367,NIMFA,Nimfamoney,0.00068855,7.7586,-0.94,16.89,1884.38,,,,1542580.0
1368,UNC,UNCoin,0.00000001,0.00011268,-0.34,-2.22,1772.31,,,,
1369,EVC,EventChain,0.00003964,0.446704,-0.35,-40.37,1701.62,,,,84000000.0
1370,CME,Cashme,0.00000004,0.000450721,-0.35,186.12,1694.41,,,,
1371,HNC,Huncoin,0.00000032,0.00360577,-0.35,-13.01,1614.52,,,,36780912.0
1372,SJCX,Storjcoin X,0.00012538,1.41281,-0.03,-4.76,1602.9,,,,500000000.0
1373,GAIN,UGAIN,0.00000152,0.0170734,-2.85,-39.58,1601.44,,,,
1374,NTC,Natcoin,0.00000260,0.0293435,-0.39,-22.35,1450.9,,,,35000000.0
1375,TELL,Tellurion,0.00000012,0.00139697,-0.29,36.45,1449.51,,,,
1376,BTCM,BTCMoon,0.00000165,0.0185755,6.5,-16.27,1446.65,,,,21000000.0
1377,CHEAP,Cheapcoin,0.00000007,0.000788761,16.26,-19.49,1342.17,,,,
1378,SCT,Soma,0.00002830,0.318846,-0.94,-28.65,1269.01,,,,60000000.0
1379,GLS,GlassCoin,0.00003800,0.428185,-0.35,-4.34,1266.21,,,,5323524.0
1380,FRN,Francs,0.00000891,0.100398,-0.48,-21.99,1258.29,,,,5153276.0
1381,EVR,Everus,0.00003223,0.363157,-0.34,14.35,1249.48,,,,1000000000.0
1382,MARX,MarxCoin,0.00000048,0.00539742,6.2,10.19,1249.43,,,,49312080.0
1383,MAGN,Magnetcoin,0.00007192,0.810396,-2.32,5.39,1216.47,,,,5801472.0
1384,ACES,Aces,0.00000032,0.00356069,-12.91,0.28,1148.65,,,,
1385,OX,OX Fina,0.00000005,0.000565951,-3.09,-41.68,1111.61,,501237838.0,,501237839.0
1386,ANTX,Antimatter,0.00000003,0.000338041,-25.26,-20.88,1106.62,,,,
1387,BIRDS,Birds,0.00000010,0.0011268,66.13,76.44,1072.63,,,,
1388,TERA,TeraCoin,0.000000002,0.0000238606,-0.27,44.3,1058.2,,,,92233720369.0
1389,NBIT,netBit,0.00000221,0.0248626,-13.96,14.49,1026.15,,,,
1390,SWP,Swapcoin,0.00003301,0.371987,-0.89,35.15,987.361,,,,76403509.0
1391,OPES,Opescoin,0.00000036,0.00405649,-18.47,40.22,979.762,,,,
1392,MINEX,Minex,0.00000363,0.0408977,-0.35,-0.81,958.276,,,,30000000.0
1393,SND,Sand Coin,0.00010276,1.15784,-5.25,-0.03,944.745,,2684319.0,,2684319.0
1394,BITOK,Bitok,0.00000002,0.00022536,-0.34,72.73,903.41,,,,2000000000.0
1395,CBD,CBD Crystals,0.00000020,0.0022536,-0.35,23.98,835.852,,,,
1396,CASH,Cash Poker Pro,0.00000967,0.108955,-0.94,5.97,768.42,,,,100000000.0
1397,BSN,Bastonet,0.00000019,0.00214092,-0.32,14.43,752.581,,,,50000000.0
1398,TOPAZ,Topaz Coin,0.00008590,0.967923,-0.35,22.83,734.092,,,,76682.0
1399,ACN,Avoncoin,0.00000012,0.00135216,-0.35,13.78,729.373,,,,
1400,TESLA,TeslaCoilCoin,0.00021219,2.39096,-0.35,,722.742,,,,100000000.0
1401,HALLO,Halloween Coin,0.00000008,0.000897918,-0.34,25.92,697.812,,1500000000.0,,264669546.0
1402,RBBT,RabbitCoin,0.000000006,0.0000723849,-2.59,,681.254,,,,130615575432
1403,STEX,STEX,0.00016847,1.89837,-0.23,-6.71,672.694,,,,100000000.0
1404,RYZ,ANRYZE,0.00000211,0.0237755,-7.34,-19.57,659.888,,,,112500000.0
1405,BLAZR,BlazerCoin,0.00000039,0.00436922,-0.37,6.65,616.349,,,,
1406,TRIA,Triaconta,0.00231079,26.0381,-0.94,12.58,585.615,,,,276001.0
1407,DEUS,DeusCoin,0.00001694,0.19088,-0.34,-1.26,536.026,,,,25251211.0
1408,BT2,BT2 [CST],0.00787779,88.7671,-0.32,,520.193,,,,
1409,HYTV,Hyper TV,0.00000012,0.00132534,-0.94,121.42,518.657,,,,20000000.0
1410,MEN,PeopleCoin,0.00000001,0.00011268,-0.31,-3.95,514.314,,,,750231505.0
1411,PRM,PrismChain,0.00000018,0.00202824,-0.34,8.37,505.229,,,,
1412,PAYP,PayPeer,0.00000001,0.00011268,-0.35,-26.83,478.023,,,,
1413,NAMO,NamoCoin,0.00000002,0.00022536,99.3,78.88,462.097,,1200000000.0,,560211620.0
1414,GARY,President Johnson,0.00001773,0.199772,-0.32,,407.932,,,,57968072167.0
1415,POKE,PokeCoin,0.00000003,0.000338041,4.64,11.46,405.342,,,,
1416,PRIMU,Primulon,0.00000006,0.000676081,-0.35,20.76,361.219,,750000000.0,,
1417,AV,AvatarCoin,0.00000603,0.0679462,-0.34,-11.12,352.379,,,,
1418,BET,BetaCoin,0.00000120,0.0135216,10.41,46.64,337.362,,,,
1419,XID,International Diamond,0.00000037,0.00416917,-0.35,-15.84,324.62,,,,
1420,BTC2X,Bitcoin2x,0.00000123,0.0138146,-0.94,9.72,309.281,,,,21000000.0
1421,FFC,FireFlyCoin,0.00000002,0.00022536,-0.35,-2.22,289.81,,,,
1422,DBG,Digital Bullion Gold,0.00000039,0.00439453,14.31,46.76,260.672,,,,24523275.0
1423,DUTCH,Dutch Coin,0.00000009,0.00101412,-10.29,-31.91,239.299,,,,
1424,KARMA,Karmacoin,0.00000001,0.00011268,-0.35,-2.22,212.909,,92000000000.0,,79230364065.0
1425,10MT,10M Token,0.00000122,0.0137635,-0.94,-1.61,200.873,,,,10000000.0
1426,EBIT,eBIT,0.00000022,0.00244555,-0.94,,180.68,,,,21000000.0
1427,ASN,Aseancoin,0.00000093,0.0104793,9.77,21.01,174.547,,,,
1428,TLE,Tattoocoin (Limited Edition),0.000179,2.01698,-0.35,16.51,158.701,,,,975608.0
1429,TRICK,TrickyCoin,0.00000093,0.0104793,-0.35,42.13,157.187,,,,
1430,ROYAL,RoyalCoin,0.00000080,0.00901441,-6.21,7.55,154.31,,,,2500124.0
1431,CC,CyberCoin,0.00000003,0.000338041,-0.35,46.68,150.786,,,,549267534.0
1432,YES,Yescoin,0.00000001,0.00011268,-0.35,-2.19,150.342,,,,
1433,IBTC,iBTC,0.00000046,0.00520782,-0.94,-28.02,146.669,,,,21000000.0
1434,DASHS,Dashs,0.00000704,0.0793269,-0.35,-29.69,138.605,,,,
1435,RICHX,RichCoin,0.00000104,0.0117187,-0.34,-22.74,134.015,,,,5925522.0
1436,MMXVI,MMXVI,0.00000053,0.00597205,-0.34,34.94,133.563,,,,
1437,RUPX,Rupaya [OLD],0.00000059,0.00664813,-0.35,25.55,127.884,,,,
1438,BAC,BitAlphaCoin,0.00000061,0.00687349,-0.32,4.49,123.065,,,,
1439,UAHPAY,UAHPay,0.000000009,0.000106282,-0.94,-43.19,121.162,,,,1000000000.0
1440,PDG,PinkDog,0.00000007,0.000788761,-0.34,-19.32,116.146,,,,
1441,LEEK,Leek Coin,0.00000515,0.0580212,-0.01,-9.5,114.051,,,,
1442,BUB,Bubble,0.00000289,0.0325646,-0.35,34.97,112.704,,,,768753.0
